municipio;ano;codigo;quant__estabelecimentos;dummy_mtpb;PREC2017_mean;TEMP_2017_mean;area_fr;s_assistencia_fr;despesas_fr;idade_m75_fr;producao_fr;propietarios_fr;quant_estab_irrigacao_fr;quant_pessoas_ocupadas_fr;quant_trator_implem_fr;num_estab_armazenadoras_fr
Santa Rita (PB);2017;2513703;488;0;1096,533333;25,876667;80,49077254;0,918032787;125,403752;0,209016393;183,4552582;0,209016393;0,192622951;6,176229508;0,481557377;NA
Ibiraiaras (RS);2017;4309902;383;0;1697,9;17,44;49,07916188;0,104438642;145,8355796;0,161879896;183,420141;0,161879896;0,190600522;2,699738903;2,342036554;0,138381201
Marinópolis (SP);2017;3529104;6;0;1239,1;26,335;49,07566667;0,833333333;15,67166667;0,166666667;183,2508333;0,166666667;0,166666667;1,5;NA;NA
Pranchita (PR);2017;4120358;311;0;2570,3;21,295;53,98742444;0,24437299;118,2935402;0,215434084;183,1485305;0,215434084;0,041800643;2,549839228;2,337620579;0,006430868
Duartina (SP);2017;3514502;22;0;1604,6;22,243333;77,10340909;0,727272727;126,5086364;0,227272727;182,4161818;0,227272727;0,090909091;3,727272727;1,909090909;0,045454545
Carandaí (MG);2017;3113206;137;0;1062,35;18,57;49,8889781;0,781021898;144,4683358;0,248175182;182,2579416;0,248175182;0,306569343;3,547445255;2,306569343;0,116788321
Itaipulândia (PR);2017;4110953;317;0;2292,6;22,67;35,96924606;0,38170347;102,5365426;0,29022082;181,8858139;0,29022082;0,03785489;2,675078864;1,32807571;0,003154574
Alpinópolis (MG);2017;3101904;107;0;1200,7;20,87;55,93497196;0,448598131;187,7043271;0,23364486;181,7612991;0,23364486;0,028037383;2,990654206;1,121495327;0,037383178
Pinhão (PR);2017;4119301;1047;0;2149,625;16,8125;62,48508118;0,854823305;130,0073352;0,165234002;181,7007049;0,165234002;0,047755492;2,934097421;0,787965616;0,315186246
Bozano (RS);2017;4302584;300;0;2375,3;20,77;54,18793;0,11;143,3972833;0,236666667;181,3334133;0,236666667;0,036666667;3,15;3,39;0,033333333
São Roque de Minas (MG);2017;3164308;71;0;1258,75;21,2075;93,45802817;0,563380282;261,1206338;0,23943662;181,2561127;0,23943662;0,014084507;2,450704225;1,802816901;0,070422535
Wenceslau Braz (PR);2017;4128500;389;0;1541,45;19,245;48,35341645;0,678663239;112,5040206;0,218508997;181,0814473;0,218508997;0,046272494;2,120822622;1,59125964;0,010282776
Cássia dos Coqueiros (SP);2017;3510906;55;0;1148,6;21,35;76,74963636;0,563636364;57,52170909;0,272727273;180,5237636;0,272727273;0,018181818;1,672727273;1;0,018181818
Inhumas (GO);2017;5210000;123;0;1276;25,345;67,7711626;0,93495935;211,4858293;0,292682927;179,6081545;0,292682927;0,073170732;6,861788618;2,195121951;0,032520325
Araguacema (TO);2017;1701903;218;1;1658,2;28,5975;196,6204587;0,889908257;230,2924679;0,146788991;179,4635688;0,146788991;0,009174312;2,564220183;0,527522936;0,018348624
Kaloré (PR);2017;4113106;296;0;2005,4;21,65;46,96227027;0,310810811;160,5015574;0,199324324;179,3726318;0,199324324;0,023648649;2,706081081;1,753378378;0,003378378
Lidianópolis (PR);2017;4113429;119;0;2081,4;21,205;57,90383193;0,411764706;141,4275042;0,243697479;179,1627647;0,243697479;0,084033613;2,705882353;1,806722689;NA
Fraiburgo (SC);2017;4205506;481;0;1841,725;16,5425;55,62559252;0,565488565;152,2412557;0,182952183;179,0993202;0,182952183;0,247401247;4,671517672;2,035343035;0,234927235
Ingaí (MG);2017;3130804;56;0;1059,5;19,073333;110,1496071;0,392857143;135,641;0,303571429;178,5826964;0,303571429;0,017857143;3;1,357142857;0,017857143
Euclides da Cunha Paulista (SP);2017;3515350;111;0;1694,6;24,565;75,77182883;0,45045045;117,0064955;0,153153153;178,2501081;0,153153153;0,054054054;4,936936937;0,756756757;0,018018018
Cristal (RS);2017;4306056;391;0;1761,9;20,0875;80,05040921;0,41943734;135,8485499;0,138107417;178,0388951;0,138107417;0,127877238;3,225063939;2,125319693;0,271099744
Pato Branco (PR);2017;4118501;716;0;2442,25;19,48;46,85994832;0,336592179;123,136264;0,265363128;177,6700265;0,265363128;0,01396648;2,694134078;2,040502793;0,149441341
Aparecida d'Oeste (SP);2017;3502606;26;0;1239,1;26,335;89,92923077;0,730769231;180,9526923;0,269230769;177,5371154;0,269230769;0,076923077;1,807692308;0,538461538;0
Paula Freitas (PR);2017;4118600;368;0;1761,7;16,85;60,84158424;0,244565217;112,8420788;0,092391304;177,1810842;0,092391304;0,046195652;3,453804348;2,421195652;0,024456522
Bom Progresso (RS);2017;4302378;122;0;2619,3;21,555;40,69021311;0,401639344;91,44904918;0,139344262;176,8546639;0,139344262;0,016393443;3,106557377;1,754098361;0,073770492
Marechal Cândido Rondon (PR);2017;4114609;915;0;2123,9;22,485;37,43034536;0,259016393;117,3819585;0,208743169;176,7890055;0,208743169;0,026229508;2,685245902;1,928961749;0,034972678
Bonfim (RR);2017;1400159;445;0;1550,018182;29,399091;189,3698202;0,916853933;115,777564;0,101123596;176,7665056;0,101123596;0,130337079;5,06741573;0,465168539;0,006741573
Nonoai (RS);2017;4312708;317;0;2454,233333;20,806667;57,24028391;0,463722397;106,7712776;0,195583596;176,6830599;0,195583596;0,012618297;2,760252366;1,41955836;0,018927445
Porto Calvo (AL);2017;2707305;131;0;1671,95;24,85;94,27171756;0,946564885;223,229;0,282442748;176,2152977;0,282442748;0,076335878;20,90076336;0,305343511;NA
Montividiu do Norte (GO);2017;5213772;43;0;1173,75;26,08;214,7780465;0,953488372;142,9034884;0,255813953;175,6772791;0,255813953;0,069767442;3,604651163;1,069767442;0
Vera Cruz do Oeste (PR);2017;4128559;488;0;2246,75;22,0925;55,51265574;0,30942623;915,1540779;0,24795082;175,4901496;0,24795082;0,010245902;2,206967213;1,31147541;0,00204918
Barbosa Ferraz (PR);2017;4102505;347;0;2150,35;21,4925;65,01489337;0,374639769;118,5943718;0,18443804;175,3973055;0,18443804;0,014409222;2,544668588;1,547550432;0
Marau (RS);2017;4311809;704;0;2195,4;18,86;56,83032528;0,215909091;135,4400866;0,279829545;175,2396776;0,279829545;0,007102273;3,147727273;2,659090909;0,029829545
Divisa Nova (MG);2017;3122405;66;0;1110,6;19,36;53,10009091;0,257575758;141,7032576;0,272727273;174,2796061;0,272727273;0,106060606;2,848484848;1,363636364;0,045454545
Goioxim (PR);2017;4108650;339;0;2233,2;18,6725;84,13205015;0,587020649;121,0890973;0,191740413;174,2161327;0,191740413;0,002949853;2,991150442;1,271386431;0,436578171
Inhacorá (RS);2017;4310413;169;0;2571,066667;21,3;50,55781065;0,455621302;128,9198166;0,284023669;173,9865917;0,284023669;0,059171598;2,928994083;1,568047337;0,023668639
Rio Branco do Ivaí (PR);2017;4122172;245;0;2157,4;20,02;70,78471837;0,828571429;126,8197592;0,163265306;173,7872408;0,163265306;0,134693878;2,379591837;0,926530612;0,142857143
São Francisco de Assis (RS);2017;4318101;1083;0;2111,95;20,54;103,0879224;0,51800554;109,9560092;0,182825485;173,7273721;0,182825485;0,047091413;2,575253924;1,533702678;0,177285319
Formigueiro (RS);2017;4308409;428;0;1895;20,395;75,91749533;0,490654206;108,019271;0,264018692;173,6219626;0,264018692;0,469626168;2,182242991;2,060747664;0,093457944
Pindamonhangaba (SP);2017;3538006;38;0;1060,133333;18,976667;85,93221053;0,263157895;133,6046842;0,342105263;173,5408421;0,342105263;0,342105263;3,921052632;2,605263158;0,210526316
Fernandes Tourinho (MG);2017;3125804;6;0;958,4;23,29;38,29666667;0,666666667;49,38116667;0,166666667;172,7596667;0,166666667;0,5;4;NA;0
Itapuã do Oeste (RO);2017;1101104;66;0;1445,14;26,516;45,73659091;0,727272727;19,66631818;0,196969697;171,6808636;0,196969697;0,121212121;3,378787879;0,181818182;0
Sarandi (RS);2017;4320107;529;0;2395,466667;19,99;48,17483743;0,034026465;121,0479716;0,264650284;171,5971588;0,264650284;0,039697543;2,608695652;2,391304348;0,013232514
Palmas (TO);2017;1721000;269;1;1419,666667;28,176667;88,00988848;0,721189591;124,9038699;0,237918216;170,980223;0,237918216;0,241635688;3,293680297;0,568773234;0,048327138
Campo do Tenente (PR);2017;4104105;227;0;1571,55;17,175;50,0183348;0,427312775;75,7422467;0,13215859;170,8393348;0,13215859;0,017621145;2,907488987;1,374449339;0,004405286
Soledade (RS);2017;4320800;818;0;2018,2;19,1425;75,63077139;0,547677262;113,2020269;0,251833741;170,1687017;0,251833741;0,006112469;3,097799511;1,694376528;0,316625917
Meleiro (SC);2017;4210803;360;0;1437,8;18,64;33,95138611;0,241666667;120,6997306;0,105555556;169,69595;0,105555556;0,816666667;2,769444444;2,55;0,091666667
Doutor Camargo (PR);2017;4107306;244;0;2126;22,52;34,9410082;0,081967213;109,2853811;0,336065574;169,5024754;0,336065574;0;2,200819672;2,069672131;0
Matelândia (PR);2017;4115606;394;0;2395,266667;21,95;46,84942893;0,398477157;106,7242437;0,215736041;169,4667081;0,215736041;0,010152284;2,431472081;1,436548223;NA
Corumbataí do Sul (PR);2017;4106555;92;0;2312,6;21,04;59,50368478;0,630434783;102,4176848;0,195652174;169,1183152;0,195652174;0,065217391;2,934782609;1,217391304;NA
Mauá da Serra (PR);2017;4115754;52;0;2005,4;20,44;50,50342308;0,403846154;124,1828654;0,25;168,8491731;0,25;0,076923077;2,846153846;2,134615385;NA
Campanha (MG);2017;3110905;82;0;968,1;19,305;64,93985366;0,451219512;196,2611341;0,280487805;168,6209878;0,280487805;0,036585366;5,37804878;1,890243902;0,06097561
Rio Pardo (RS);2017;4315701;1603;0;1830,75;20,3825;63,31553774;0,373674361;117,0816351;0,165315034;168,4607916;0,165315034;0,074235808;3,008109794;1,525888958;0,037429819
São Martinho (RS);2017;4319109;257;0;2596,05;21,36;42,18213619;0,3307393;126,9085642;0,299610895;168,1731829;0,299610895;0,003891051;2,214007782;2,40077821;0,070038911
São Francisco (SP);2017;3549003;12;0;1239,1;26,2;121,0070833;0,833333333;195,5263333;0,5;167,5750833;0,5;0,083333333;1,583333333;NA;0
Sede Nova (RS);2017;4320230;183;0;2596,05;21,36;38,65874317;0,262295082;142,9215683;0,196721311;167,1961366;0,196721311;0,010928962;2,306010929;2,06010929;0,06010929
Coqueiral (MG);2017;3118700;70;0;968,1;19,795;44,38824286;0,5;151,2700571;0,2;167,0987286;0,2;0,157142857;2,728571429;1,071428571;0,2
Goiatins (TO);2017;1709005;229;1;1648,1;28,05;280,1135022;0,917030568;110,0483057;0,131004367;167,0789389;0,131004367;0,017467249;6,528384279;0,716157205;0,013100437
Arenápolis (MT);2017;5101308;46;0;1852;27,46;71,19484783;0,782608696;66,05482609;0,347826087;166,3646522;0,347826087;0,217391304;3,043478261;0,782608696;0
Lagoa dos Três Cantos (RS);2017;4311270;238;0;2195,4;19,75;42,12705882;0,021008403;112,9743025;0,327731092;166,2219706;0,327731092;0,004201681;2,453781513;2,394957983;NA
Engenho Velho (RS);2017;4306924;100;0;2371,7;20,01;38,41904;0,22;150,00634;0,2;166,08573;0,2;0,35;3,1;2,05;0,01
Três Marias (MG);2017;3169356;87;0;858,08;23,716;157,1712644;0,701149425;112,274954;0,390804598;165,9110575;0,390804598;0,206896552;2,75862069;0,666666667;0,022988506
Estação (RS);2017;4307559;153;0;2371,7;19,13;44,12562092;0,196078431;111,8533464;0,267973856;165,8621503;0,267973856;0,026143791;2,928104575;2,104575163;0,183006536
Missal (PR);2017;4116059;493;0;2292,6;22,67;32,82636511;0,30020284;100,5520994;0,271805274;165,2871826;0,271805274;0,030425963;2,281947262;1,527383367;NA
Pato Bragado (PR);2017;4118451;121;0;2080,7;22,85;31,99623967;0,190082645;131,1636033;0,314049587;165,244124;0,314049587;0,041322314;2,41322314;1,438016529;0,289256198
Boa Esperança (ES);2017;3201001;15;0;1217,1;25,945;208,9217333;0,466666667;238,1065333;0,2;165,2140667;0,2;0,866666667;4,6;0,733333333;0,066666667
Cocos (BA);2017;2908101;452;1;846,827273;24,746364;315,579823;0,973451327;155,2422058;0,221238938;164,8618606;0,221238938;0,402654867;3,444690265;0,159292035;0,002212389
Rosana (SP);2017;3544251;115;0;1718,2;24,3325;121,86;0,565217391;365,5155043;0,260869565;164,4552783;0,260869565;0,173913043;3,739130435;0,686956522;0,034782609
Tramandaí (RS);2017;4321600;13;0;1643,6;21,075;69,38461538;0,692307692;195,1724615;0,230769231;164,3726923;0,230769231;0,538461538;1,923076923;1,461538462;0
Mutunópolis (GO);2017;5214101;22;0;1387,2;27,24;170,265;0,545454545;87,61786364;0,045454545;164,0925909;0,045454545;0;2,863636364;NA;0
Formosa do Oeste (PR);2017;4108205;531;0;2167,1;22,37;37,03761394;0,118644068;121,0039586;0,207156309;164,0262524;0,207156309;0,009416196;2,291902072;1,924670433;0,005649718
Alto Alegre (RR);2017;1400050;369;0;2033,138889;25,390556;155,5394038;0,937669377;65,91947696;0,111111111;163,8608672;0,111111111;0,06504065;6,899728997;0,414634146;0,010840108
Ajuricaba (RS);2017;4300208;554;0;2375,3;20,77;41,39583935;0,137184116;128,8770704;0,240072202;163,234296;0,240072202;0,066787004;2,73465704;2,989169675;0,039711191
Santa Helena (PR);2017;4123501;771;0;2186,65;22,76;34,83710506;0,285343709;128,9570817;0,269779507;163,0991323;0,269779507;0,11154345;2,435797665;1,422827497;0,002594034
Jandaia do Sul (PR);2017;4112108;173;0;2005,4;21,65;42,54849711;0,641618497;111,0615202;0,190751445;162,8915087;0,190751445;0,01734104;2;1,38150289;0,12716763
Bandeirantes (PR);2017;4102406;481;0;1569,6;21,81;52,04703326;0,465696466;234,9469771;0,224532225;162,8497235;0,224532225;0,095634096;4,066528067;1,835758836;0,008316008
Lapa (PR);2017;4113205;1457;0;1621,333333;17,166667;57,2884722;0,575840769;130,2954502;0,162663006;162,6875443;0,162663006;0,043925875;2,695264242;1,880576527;0,155113246
Palma Sola (SC);2017;4212007;161;0;2694;19,935;65,62447826;0,583850932;111,1246708;0,124223602;162,4620994;0,124223602;0,02484472;2,708074534;0,937888199;0,279503106
Manoel Ribas (PR);2017;4114500;454;0;2157,4;19,7075;58,09261454;0,431718062;113,2992467;0,162995595;162,2685683;0,162995595;0,004405286;2,533039648;1,581497797;0,028634361
Heliodora (MG);2017;3129202;18;0;1019,8;18,9475;32,88744444;0,388888889;120,4473889;0,444444444;162,0322778;0,444444444;0,111111111;3,611111111;1,277777778;0,055555556
Nova Santa Rosa (PR);2017;4117222;336;0;2138,3;22,363333;30,43522024;0,142857143;320,9707649;0,25297619;161,9886548;0,25297619;0,005952381;2,87797619;2,142857143;0,014880952
Piratini (RS);2017;4314605;721;0;1821,583333;18,963333;91,50507628;0,737864078;88,29678086;0,210818308;161,8455381;0,210818308;0,023578363;2,590846047;1,227461859;0,165048544
Jundiaí do Sul (PR);2017;4112900;79;0;1569,6;21,12;88,71162025;0,734177215;80,23811392;0,151898734;161,4199114;0,151898734;0,050632911;2,886075949;0,936708861;0
Trindade (GO);2017;5221403;89;0;1276;25,59;123,424236;0,730337079;140,154;0,337078652;161,0119438;0,337078652;0,078651685;4,348314607;1;0,056179775
Cidade Ocidental (GO);2017;5205497;33;0;1142,7;23,79;96,79512121;0,727272727;158,1783636;0,181818182;160,7818485;0,181818182;0,424242424;3,060606061;1,424242424;0,060606061
Santa Cecília do Pavão (PR);2017;4123204;127;0;1569,6;20,975;54,12376378;0,385826772;92,35599213;0,275590551;160,3535197;0,275590551;0,023622047;2,755905512;3,007874016;NA
Marumbi (PR);2017;4115507;195;0;2005,4;21,65;55,55377949;0,6;104,5449436;0,164102564;160,1170923;0,164102564;0,041025641;2,456410256;0,882051282;0,369230769
Itapejara d'Oeste (PR);2017;4111209;360;0;2442,25;19,48;44,6053;0,1;131,6579194;0,241666667;160,0848472;0,241666667;0,025;2,433333333;1,863888889;0,369444444
Caibaté (RS);2017;4303301;350;0;2521,1;21,65;49,88588571;0,682857143;123,2243257;0,282857143;159,9877029;0,282857143;0,028571429;2,325714286;1,362857143;0,022857143
Trindade do Sul (RS);2017;4321956;350;0;2495,5;20,7375;46,54565714;0,265714286;104,3857571;0,185714286;159,5789914;0,185714286;0,014285714;2,685714286;1,051428571;0,02
Porto Murtinho (MS);2017;5006903;50;0;1259,942857;25,837143;281,733;0,74;140,4376;0,08;159,31458;0,08;0,06;2,84;0,74;0
Pedra Bela (SP);2017;3536802;24;0;1199,5;18,9;56,77329167;0,958333333;137,8418333;0,291666667;159,3026667;0,291666667;0,458333333;3,875;2,583333333;0,125
Joaquim Távora (PR);2017;4112801;65;0;1580,2;20,9125;128,0863692;0,753846154;172,3646;0,215384615;159,2906154;0,215384615;0,046153846;2,538461538;1,138461538;0,369230769
Rio dos Bois (TO);2017;1718709;145;1;1641,8;28,49;199,4346207;0,924137931;73,57781379;0,124137931;159,0403793;0,124137931;0,020689655;3,006896552;0,786206897;0,020689655
Santa Cecília do Sul (RS);2017;4316733;281;0;1697,9;18,06;50,78185053;0,199288256;91,26049466;0,259786477;158,9665658;0,259786477;0,010676157;2,93594306;1,832740214;0,021352313
Ivaiporã (PR);2017;4111506;545;0;2157,4;20,39;44,39319817;0,458715596;109,7704862;0,220183486;158,5502917;0,220183486;0,020183486;2,24587156;1,56146789;0,00733945
Urucânia (MG);2017;3170503;74;0;961,7;21,9;67,66766216;0,756756757;707,1067838;0,405405405;158,1272162;0,405405405;0,175675676;19,63513514;0,418918919;0
Ibirapuitã (RS);2017;4309951;375;0;2195,4;19,1;61,5008;0,376;104,5299787;0,314666667;158,11348;0,314666667;0,021333333;2,634666667;2,048;0,2
Iguatu (PR);2017;4110052;134;0;2167,1;21,25;30,74642537;0,253731343;93,23316418;0,134328358;157,9419776;0,134328358;0,074626866;1,880597015;0,895522388;0,037313433
Itapuranga (GO);2017;5211206;128;0;1377,95;27,1175;74,35358594;0,84375;242,1423828;0,2578125;157,7215625;0,2578125;0,140625;4,34375;0,46875;0,1796875
Pelotas (RS);2017;4314407;1321;0;1794,8;19,51;43,99394852;0,567751703;69,27999016;0,179409538;157,6769394;0,179409538;0,091597275;2,972747918;1,94322483;0,037093111
Tiros (MG);2017;3168903;170;0;1103,58;22,834;64,69676471;0,670588235;129,6150118;0,141176471;157,3959529;0,141176471;0,035294118;2,452941176;0,6;0,005882353
Serranópolis do Iguaçu (PR);2017;4126355;450;0;2369,6;22,0975;29,76555333;0,086666667;97,26648889;0,262222222;156,56266;0,262222222;0,017777778;2,508888889;1,404444444;0
São José da Barra (MG);2017;3162948;99;0;1200,7;20,69;74,54858586;0,454545455;145,3284646;0,333333333;156,3866162;0,333333333;0,050505051;4,111111111;1,03030303;0,151515152
São José do Rio Pardo (SP);2017;3549706;73;0;1123,266667;20,196667;74,4259863;0,493150685;232,0121507;0,328767123;155,3899178;0,328767123;0,835616438;4,04109589;3,136986301;0
Jesuítas (PR);2017;4112751;430;0;2167,1;21,81;34,7705093;0,188372093;116,7219488;0,26744186;155,1897651;0,26744186;0,01627907;2,237209302;1,948837209;0,027906977
Palmeirópolis (TO);2017;1715754;59;1;1173,75;25,9875;201,816322;0,93220339;72,12435593;0,169491525;155,1544237;0,169491525;0,033898305;3,288135593;0,813559322;0
Camaquã (RS);2017;4303509;2151;0;1750,933333;20,186667;47,25310925;0,259879126;106,8579256;0,111111111;154,6614937;0,111111111;0,107391911;2,977219898;1,746164575;0,306369131
Atalaia (AL);2017;2700409;200;0;1731,75;24,7175;93,35151;0,79;343,265115;0,195;154,53229;0,195;0,135;18,33;0,345;NA
Entre0Ijuís (RS);2017;4306932;727;0;2521,1;20,845;51,68181568;0,623108666;114,5701664;0,332874828;154,4406946;0,332874828;0,022008253;2,36176066;2,086657497;0,027510316
Fátima do Sul (MS);2017;5003801;319;0;1690,6;23,565;42,2945674;0,338557994;97,60339812;0,231974922;154,3205674;0,231974922;0,012539185;2,92476489;2,053291536;0,006269592
Mataraca (PB);2017;2509305;20;0;785,2;26,06;55,8316;0,9;137,74815;0,15;153,8852;0,15;0,3;13,85;NA;NA
Varjão de Minas (MG);2017;3170750;53;0;1052,65;23,2975;91,53103774;0,981132075;53,35539623;0,226415094;153,685717;0,226415094;0,037735849;2,735849057;0,830188679;0,018867925
Cabo Verde (MG);2017;3109501;40;0;1110,6;19,505;39,8011;0,725;96,475825;0,325;153,658;0,325;0,1;3,2;1,6;0,15
Medianeira (PR);2017;4115804;426;0;2369,6;22,025;39,61200469;0,316901408;142,2464249;0,241784038;153,5463404;0,241784038;0,011737089;2,394366197;1,507042254;0,018779343
Lagoa Formosa (MG);2017;3137502;250;0;1086,2;22,76;43,88712;0,764;110,413204;0,236;153,076888;0,236;0,068;2,416;0,84;0,072
Conceição da Barra (ES);2017;3201605;173;0;1451,033333;26,343333;102,2020983;0,780346821;89,34633526;0,283236994;151,9095607;0,283236994;0,184971098;3,36416185;0,335260116;0
Pracinha (SP);2017;3540853;8;0;1205,3;25,93;185,1815;0,625;168,72775;0,125;151,399875;0,125;0,25;7,5;2,125;0,375
Porto Rico (PR);2017;4120200;20;0;1741,8;24,1;45,2172;0,75;88,6829;0,05;151,1635;0,05;0,1;12,15;0,7;0
